aceX aceY aceZ lati longi altiMed vel pitch roll yaw time
-0.400 -5.490 8.130 38.723 -9.251 448.20 0 119.750 -15.562 -0.062 0
-0.570 -5.520 8.040 38.723 -9.251 447.90 0 113.625 -15.562 -0.062 0
0.290 -2.560 -0.010 38.723 -9.251 447.49 0 106.688 1.125 32.688 0
0.710 -2.560 -0.010 38.723 -9.251 447.01 0 107.000 4.375 34.000 0
-0.280 -5.450 8.050 38.723 -9.251 446.73 0 116.438 0.812 33.500 0
-246.730 -0.010 -0.010 38.723 -9.251 446.67 0 124.062 -15.562 -0.062 0
-210.750 -0.010 -0.010 38.723 -9.251 446.55 0 124.812 -15.562 -0.062 0
-0.110 -5.370 7.730 38.723 -9.251 446.20 0 120.875 -15.562 -0.062 0
0.170 -2.560 -0.010 38.723 -9.251 445.71 0 116.062 2.375 34.375 0
0.440 -2.560 -0.010 38.723 -9.251 445.20 0 115.875 4.125 35.312 0
-0.620 -5.570 8.000 38.723 -9.251 445.05 0 122.688 -15.562 -0.062 0
-0.500 -5.600 7.970 38.723 -9.251 444.94 0 124.938 -15.562 -0.062 0
-0.270 -5.510 7.980 38.723 -9.251 444.70 0 121.875 -15.562 -0.062 0
-0.220 -5.410 8.000 38.723 -9.251 444.20 0 116.062 -15.562 -0.062 0
0.720 -2.560 -0.010 38.723 -9.251 443.62 0 112.750 3.500 35.562 0
-0.110 -5.400 8.040 38.723 -9.251 443.32 0 121.000 2.688 34.125 0
-0.590 -5.480 7.880 38.723 -9.251 443.36 0 130.312 -15.500 -0.062 0
-179.910 -0.010 -0.010 38.723 -9.251 443.26 0 131.500 -15.500 -0.062 0
-0.310 -5.370 7.680 38.723 -9.251 442.85 0 125.938 -15.562 -0.062 0
0.270 -2.560 -0.010 38.723 -9.251 442.24 0 117.438 0.438 35.000 0
0.270 -2.560 -0.010 38.723 -9.251 441.71 0 115.750 3.688 35.812 0
-0.420 -5.610 7.970 38.723 -9.251 441.36 0 123.188 2.688 34.500 0
-0.540 -5.650 8.070 38.723 -9.251 441.15 0 130.062 -15.500 -0.062 0
-195.330 -0.010 -0.010 38.723 -9.251 440.99 0 131.875 -15.500 -0.062 0
-0.610 -5.710 8.140 38.723 -9.251 440.73 0 124.875 -15.562 -0.062 0
0.210 -2.560 -0.010 38.723 -9.251 440.29 0 114.312 2.250 35.625 0
0.650 -2.560 -0.010 38.723 -9.251 439.88 0 106.812 4.812 36.938 0
-0.050 -167.060 -0.010 38.723 -9.251 439.58 0 105.250 1.188 35.688 0
0.140 -2.560 -0.010 38.723 -9.251 439.32 0 106.625 -15.625 -0.062 0
0.090 -2.560 -0.010 38.723 -9.251 439.02 0 110.125 -15.625 -0.062 0
-0.230 -5.740 8.160 38.723 -9.251 438.82 0 115.938 -15.562 -0.062 0
-0.530 -5.470 7.970 38.723 -9.251 438.73 0 121.562 -15.562 -0.062 0
-0.070 -179.910 -0.010 38.723 -9.251 438.47 0 122.750 -15.562 -0.062 0
-0.600 -5.530 7.850 38.723 -9.251 438.06 0 120.062 -15.562 -0.062 0
-0.200 -5.680 7.940 38.723 -9.251 437.59 0 115.312 -15.562 -0.062 0
0.240 -2.560 -0.010 38.723 -9.251 437.18 0 110.750 0.062 34.000 0
0.180 -2.560 -0.010 38.723 -9.251 436.85 0 108.625 1.250 34.812 0
0.050 -2.560 -0.010 38.723 -9.251 436.62 0 108.750 0.875 35.375 0
-0.090 -233.880 -0.010 38.723 -9.251 436.27 0 109.438 0.125 37.188 0
-0.110 -185.050 -0.010 38.723 -9.251 435.71 0 109.625 -15.625 -0.062 0
0.010 -2.560 -0.010 38.723 -9.251 435.30 0 109.375 -15.625 -0.062 0
0.050 -2.560 -0.010 38.723 -9.251 434.77 0 109.438 0.312 35.250 0
0.120 -2.560 -0.010 38.723 -9.251 434.39 0 111.562 0.812 35.688 0
-0.260 -5.720 7.810 38.723 -9.251 434.09 0 115.562 -15.562 -0.062 0
-179.910 -0.010 -0.010 38.723 -9.251 433.86 0 119.125 -15.562 -0.062 0
-0.450 -203.040 -0.010 38.723 -9.251 433.71 0 116.125 -15.562 -0.062 0
-0.040 -205.610 -0.010 38.723 -9.251 433.21 0 106.562 -15.625 -0.062 0
0.400 -2.560 -0.010 38.723 -9.251 432.74 0 97.188 1.188 36.500 0
0.750 -2.560 -0.010 38.723 -9.251 432.42 0 94.188 2.438 37.312 0
0.540 -2.560 -0.010 38.723 -9.251 432.12 0 99.500 2.625 37.000 0
-0.050 -200.470 -0.010 38.723 -9.251 431.77 0 112.938 1.312 36.562 0
-197.900 -0.010 -0.010 38.723 -9.251 431.62 0 125.312 -15.562 -0.062 0
-267.290 -0.010 -0.010 38.723 -9.251 431.53 0 129.188 -15.500 -0.062 0
-174.770 -0.010 -0.010 38.723 -9.251 431.27 0 122.062 -15.562 -0.062 0
0.170 -2.560 -0.010 38.723 -9.251 430.62 0 107.812 -15.625 -0.062 0
0.820 -2.560 -0.010 38.723 -9.251 429.94 0 98.188 4.438 35.250 0
0.960 -2.560 -0.010 38.723 -9.251 429.42 0 101.312 6.312 33.562 0
0.520 -2.560 -0.010 38.723 -9.251 429.12 0 114.062 3.312 32.875 0
-290.420 -0.010 -0.010 38.723 -9.251 429.15 0 132.875 -15.500 -0.062 0
102.800 -0.010 -0.010 38.723 -9.251 429.36 0 143.000 -15.500 -0.062 0
-310.980 -0.010 -0.010 38.723 -9.251 429.30 0 144.375 -15.438 -0.062 0
64.250 -0.010 -0.010 38.723 -9.251 429.01 0 143.250 -15.500 -0.062 0
-262.150 -0.010 -0.010 38.723 -9.251 428.48 0 135.125 -15.500 -0.062 0
-0.140 2.570 -0.010 38.723 -9.251 427.69 0 122.438 -15.562 -0.062 0
0.920 -2.560 -0.010 38.723 -9.251 426.81 0 108.688 -15.625 -0.062 0
1.120 -2.560 -0.010 38.723 -9.251 426.11 0 107.375 5.250 33.125 0
0.070 -2.560 -0.010 38.723 -9.251 425.64 0 120.500 6.625 32.812 0
-1.530 -5.510 8.140 38.723 -9.251 425.72 0 138.625 -15.500 -0.062 0
-1.670 -6.730 8.850 38.723 -9.251 425.96 0 146.500 -15.438 -0.062 0
-1.590 -231.310 -0.010 38.723 -9.251 425.84 0 142.562 -8.500 38.125 0
-182.480 -0.010 -0.010 38.723 -9.251 425.40 0 129.062 -15.500 -0.062 0
0.360 -2.560 -0.010 38.723 -9.251 424.64 0 116.000 4.562 39.875 0
0.800 -2.560 -0.010 38.723 -9.251 423.97 0 109.188 -15.625 -0.062 0
0.600 -2.560 -0.010 38.723 -9.251 423.72 0 112.625 6.000 36.125 0
0.070 -2.560 -0.010 38.723 -9.251 423.55 0 123.938 0.312 36.375 0
-215.890 -0.010 -0.010 38.723 -9.251 423.49 0 132.688 -15.500 -0.062 0
-0.520 -267.290 -0.010 38.723 -9.251 423.34 0 131.000 -15.500 -0.062 0
-0.280 -172.200 -0.010 38.723 -9.251 423.05 0 125.312 1.375 37.000 0
-0.070 -275.000 -0.010 38.723 -9.251 422.70 0 121.125 0.500 35.625 0
0.010 -2.560 -0.010 38.723 -9.251 422.29 0 118.750 -15.562 -0.062 0
0.100 -2.560 -0.010 38.723 -9.251 421.97 0 118.812 -15.562 -0.062 0
0.110 -2.560 -0.010 38.723 -9.251 421.47 0 120.938 1.125 39.250 0
0.160 -2.560 -0.010 38.723 -9.251 421.15 0 123.500 2.312 -16.000 0
0.030 -2.560 -0.010 38.723 -9.251 420.77 0 126.438 -15.562 -0.062 0
-0.180 -259.580 -0.010 38.723 -9.251 420.50 0 130.938 -15.500 -0.062 0
-0.480 -246.730 -0.010 38.723 -9.251 420.33 0 134.750 -15.500 -0.062 0
-0.270 -282.710 -0.010 38.723 -9.251 420.06 0 131.312 -15.500 -0.062 0
0.130 -2.560 -0.010 38.723 -9.250 419.76 0 125.938 -15.562 -0.062 0
0.050 -2.560 -0.010 38.723 -9.250 419.47 0 124.875 -15.562 -0.062 0
-0.030 -205.610 -0.010 38.723 -9.250 419.17 0 130.562 -15.500 -0.062 0
-0.550 -233.880 -0.010 38.723 -9.250 418.97 0 139.875 -15.500 -0.062 0
-192.760 -0.010 -0.010 38.723 -9.250 418.74 0 141.250 -15.500 -0.062 0
-0.370 -241.590 -0.010 38.723 -9.250 418.39 0 133.875 -15.500 -0.062 0
0.220 -2.560 -0.010 38.723 -9.250 417.98 0 123.750 0.000 38.188 0
0.390 -2.560 -0.010 38.723 -9.250 417.56 0 119.500 1.625 38.750 0
0.140 -2.560 -0.010 38.723 -9.250 417.01 0 122.375 2.062 39.688 0
-0.160 -200.470 -0.010 38.723 -9.250 416.58 0 129.250 0.750 38.000 0
-0.480 -203.040 -0.010 38.723 -9.250 416.12 0 134.938 -15.500 -0.062 0
-0.520 -228.740 -0.010 38.723 -9.250 415.77 0 135.562 -15.500 -0.062 0
-0.210 -308.410 -0.010 38.723 -9.250 415.30 0 129.812 -15.500 -0.062 0
0.210 -2.560 -0.010 38.723 -9.250 414.83 0 123.562 0.062 -16.000 0
0.360 -2.560 -0.010 38.723 -9.250 414.51 0 122.125 2.125 39.812 0
0.280 -2.560 -0.010 38.723 -9.250 414.04 0 128.188 1.562 38.062 0
-0.440 -275.000 -0.010 38.723 -9.250 413.63 0 141.375 -15.500 -0.062 0
-228.740 -0.010 -0.010 38.723 -9.250 413.40 0 152.375 -15.438 -0.062 0
-187.620 -0.010 -0.010 38.723 -9.250 413.11 0 150.375 -15.438 -0.062 0
-0.240 -228.740 -0.010 38.723 -9.250 412.64 0 135.812 -15.500 -0.062 0
0.390 -2.560 -0.010 38.723 -9.250 412.03 0 117.188 0.062 37.562 0
0.560 -2.560 -0.010 38.723 -9.250 411.56 0 105.812 1.062 38.438 0
0.430 -2.560 -0.010 38.723 -9.250 411.18 0 101.312 1.062 38.562 0
0.370 -2.560 -0.010 38.723 -9.250 410.77 0 102.438 0.625 37.562 0
0.360 -2.560 -0.010 38.723 -9.250 410.27 0 107.375 1.125 37.750 0
0.140 -2.560 -0.010 38.723 -9.250 409.83 0 115.500 1.625 38.250 0
-0.040 -6.520 7.950 38.723 -9.250 409.38 0 126.375 0.938 38.688 0
-0.420 -295.560 -0.010 38.723 -9.250 409.01 0 139.000 -15.500 -0.062 0
-233.880 -0.010 -0.010 38.723 -9.250 408.83 0 147.875 -15.438 -0.062 0
-0.590 -295.560 -0.010 38.723 -9.250 408.45 0 144.750 -15.438 -0.062 0
-0.130 -257.010 -0.010 38.723 -9.250 408.04 0 132.375 -15.500 -0.062 0
0.360 -2.560 -0.010 38.723 -9.250 407.57 0 118.875 -15.562 -0.062 0
0.240 -2.560 -0.010 38.723 -9.250 407.13 0 111.312 2.438 -16.000 0
0.180 -6.490 7.820 38.723 -9.250 406.53 0 107.812 3.500 -16.000 0
0.220 -6.630 7.840 38.723 -9.250 406.11 0 103.125 0.500 -16.000 0
0.190 -6.490 7.580 38.723 -9.250 405.73 0 100.250 -15.625 -0.062 0
0.360 -2.560 -0.010 38.723 -9.250 405.39 0 101.312 -15.625 -0.062 0
0.220 -6.660 7.850 38.723 -9.250 404.79 0 108.125 1.938 -16.000 0
0.150 -2.560 -0.010 38.723 -9.250 404.32 0 117.688 1.938 -16.000 0
0.000 -2.560 -0.010 38.723 -9.250 403.92 0 128.812 -15.500 -0.062 0
-0.300 -241.590 -0.010 38.723 -9.250 403.57 0 140.062 -15.500 -0.062 0
-0.460 -313.550 -0.010 38.723 -9.250 403.33 0 148.812 -15.438 -0.062 0
-0.580 -318.690 -0.010 38.723 -9.250 402.98 0 152.875 0.438 -16.000 0
-0.560 -323.830 -0.010 38.723 -9.250 402.55 0 149.125 -15.438 -0.062 0
-0.280 -6.550 7.480 38.723 -9.250 402.20 0 139.000 -15.500 -0.062 0
-0.060 -292.990 -0.010 38.723 -9.250 401.73 0 126.312 -15.562 -0.062 0
0.100 -6.420 7.420 38.723 -9.250 401.34 0 114.938 -15.562 -0.062 0
0.040 -6.490 7.620 38.723 -9.250 401.10 0 105.188 0.062 -16.000 0
0.210 -6.620 7.410 38.723 -9.250 400.75 0 97.375 0.000 -16.000 0
0.180 -6.490 7.210 38.723 -9.250 400.46 0 90.875 -15.688 -0.062 0
0.130 -6.540 7.310 38.723 -9.250 400.20 0 88.312 -15.688 -0.062 0
0.110 -6.490 7.160 38.723 -9.250 399.76 0 88.688 -15.688 -0.062 0
0.030 -6.610 7.400 38.723 -9.250 399.45 0 91.688 0.062 -16.000 0
0.110 -6.480 7.360 38.723 -9.250 399.12 0 96.062 0.312 39.938 0
0.150 -6.640 7.460 38.723 -9.250 398.62 0 100.938 0.375 -16.000 0
0.180 -2.560 -0.010 38.723 -9.250 398.34 0 106.188 0.250 39.625 0
0.070 -6.590 7.350 38.723 -9.250 397.87 0 111.875 0.125 -16.000 0
0.000 -2.560 -0.010 38.723 -9.250 397.40 0 117.500 0.500 39.750 0
-0.140 -6.480 7.360 38.723 -9.250 397.05 0 122.625 0.688 -16.000 0
0.020 -2.560 -0.010 38.723 -9.250 396.66 0 127.938 0.188 39.750 0
-0.090 -298.130 -0.010 38.723 -9.250 396.22 0 133.438 0.000 -16.000 0
-0.210 -295.560 -0.010 38.723 -9.250 395.83 0 139.875 0.000 39.875 0
-0.300 -6.600 7.510 38.723 -9.250 395.47 0 146.188 -15.438 -0.062 0
-0.490 -6.440 7.520 38.723 -9.250 395.09 0 151.188 -15.438 -0.062 0
-0.520 -6.450 7.420 38.723 -9.250 394.86 0 153.625 -15.438 -0.062 0
-0.430 -210.750 -0.010 38.723 -9.250 394.53 0 149.812 -15.438 -0.062 0
-0.190 -233.880 -0.010 38.723 -9.250 394.18 0 139.188 -15.500 -0.062 0
-0.020 -239.020 -0.010 38.723 -9.250 393.80 0 127.688 -15.562 -0.062 0
0.040 -2.560 -0.010 38.723 -9.250 393.21 0 117.625 -15.562 -0.062 0
0.200 -2.560 -0.010 38.723 -9.250 392.61 0 107.625 -15.625 -0.062 0
0.220 -6.450 7.380 38.723 -9.250 392.14 0 99.562 -15.625 -0.062 0
0.180 -6.530 7.490 38.723 -9.250 391.74 0 93.438 -15.688 -0.062 0
0.240 -6.460 7.330 38.723 -9.250 391.35 0 89.812 -15.688 -0.062 0
0.280 -6.420 7.360 38.723 -9.250 390.97 0 89.875 0.125 -16.000 0
0.320 -2.560 -0.010 38.723 -9.250 390.59 0 94.125 0.625 -16.000 0
0.260 -2.560 -0.010 38.723 -9.250 390.15 0 102.062 0.938 -16.000 0
0.180 -2.560 -0.010 38.723 -9.250 389.63 0 111.250 1.125 -16.000 0
0.030 -2.560 -0.010 38.723 -9.250 389.01 0 120.938 1.562 -16.000 0
0.030 -2.560 -0.010 38.723 -9.250 388.55 0 128.312 1.875 -16.000 0
-0.150 -295.560 -0.010 38.723 -9.250 388.00 0 134.000 1.250 39.812 0
-0.050 -264.720 -0.010 38.723 -9.250 387.52 0 137.812 0.375 39.938 0
-0.220 -316.120 -0.010 38.723 -9.250 387.15 0 139.750 -15.500 -0.062 0
-0.150 -305.840 -0.010 38.723 -9.250 386.62 0 139.625 0.250 -16.000 0
-0.180 -313.550 -0.010 38.723 -9.250 386.18 0 138.938 0.688 -16.000 0
-0.150 -6.500 7.570 38.723 -9.250 385.66 0 137.500 0.250 -16.000 0
-0.130 -290.420 -0.010 38.723 -9.250 385.10 0 135.812 -15.500 -0.062 0
-0.060 -241.590 -0.010 38.723 -9.250 384.62 0 134.250 -15.500 -0.062 0
-0.090 -321.260 -0.010 38.723 -9.250 384.11 0 133.375 0.812 -16.000 0
-0.060 -6.550 7.680 38.723 -9.250 383.50 0 131.062 1.000 -16.000 0
0.000 -2.560 -0.010 38.723 -9.250 383.10 0 127.500 -15.562 -0.062 0
0.020 -2.560 -0.010 38.723 -9.250 382.63 0 122.688 -15.562 -0.062 0
0.020 -2.560 -0.010 38.723 -9.250 382.28 0 117.812 -15.562 -0.062 0
-0.010 -6.520 7.500 38.723 -9.250 381.95 0 112.875 -15.562 -0.062 0
0.090 -6.440 7.280 38.723 -9.250 381.66 0 108.688 -15.625 -0.062 0
0.100 -2.560 -0.010 38.723 -9.250 381.23 0 105.312 -15.625 -0.062 0
0.150 -2.560 -0.010 38.723 -9.250 380.76 0 102.875 -15.625 -0.062 0
0.070 -2.560 -0.010 38.723 -9.250 380.29 0 101.938 -15.625 -0.062 0
0.110 -6.500 7.410 38.723 -9.250 379.92 0 101.938 0.062 -16.000 0
0.060 -2.560 -0.010 38.723 -9.250 379.48 0 102.688 0.188 -16.000 0
0.020 -6.430 7.480 38.723 -9.250 378.98 0 103.938 0.000 -16.000 0
0.040 -2.560 -0.010 38.723 -9.250 378.61 0 104.938 0.062 -16.000 0
0.050 -6.420 7.330 38.723 -9.250 378.17 0 105.062 0.000 -16.000 0
0.000 -6.420 7.410 38.723 -9.250 377.59 0 104.000 0.000 -16.000 0
0.010 -2.560 -0.010 38.723 -9.250 377.04 0 102.500 -15.625 -0.062 0
0.080 -6.480 7.450 38.723 -9.250 376.45 0 101.250 -15.625 -0.062 0
0.090 -6.410 7.440 38.723 -9.249 376.02 0 100.375 0.000 -16.000 0
-0.010 -303.270 -0.010 38.723 -9.249 375.61 0 100.125 0.312 -16.000 0
0.040 -6.410 7.410 38.723 -9.249 375.20 0 99.938 0.000 -16.000 0
0.000 -2.560 -0.010 38.723 -9.249 374.79 0 99.188 -15.625 -0.062 0
0.020 -2.560 -0.010 38.723 -9.249 374.24 0 97.688 -15.625 -0.062 0
0.110 -6.550 7.550 38.723 -9.249 373.74 0 95.562 -15.688 -0.062 0
0.180 -6.520 7.450 38.723 -9.249 373.28 0 93.750 0.125 -16.000 0
0.160 -2.560 -0.010 38.723 -9.249 372.99 0 93.500 0.000 -16.000 0
0.090 -2.560 -0.010 38.723 -9.249 372.60 0 94.812 0.000 -16.000 0
0.070 -2.560 -0.010 38.723 -9.249 372.14 0 97.500 -15.625 -0.062 0
0.050 -2.560 -0.010 38.723 -9.249 371.68 0 100.125 -15.625 -0.062 0
0.200 -2.560 -0.010 38.723 -9.249 371.15 0 101.875 -15.625 -0.062 0
0.090 -6.430 7.520 38.723 -9.249 370.80 0 102.875 0.750 -16.000 0
0.030 -2.560 -0.010 38.723 -9.249 370.28 0 103.062 0.750 -16.000 0
0.070 -6.440 7.480 38.723 -9.249 369.84 0 101.750 0.312 -16.000 0
0.100 -2.560 -0.010 38.723 -9.249 369.33 0 99.438 -15.625 -0.062 0
0.240 -2.560 -0.010 38.723 -9.249 368.86 0 96.500 -15.625 -0.062 0
0.220 -6.490 7.710 38.723 -9.249 368.45 0 94.250 1.250 -16.000 0
0.230 -6.720 7.840 38.723 -9.249 368.10 0 94.375 2.188 39.938 0
0.360 -2.560 -0.010 38.723 -9.249 367.75 0 96.875 1.125 35.438 0
0.200 -2.560 -0.010 38.723 -9.249 367.14 0 104.188 0.438 39.625 0
0.120 -2.560 -0.010 38.723 -9.249 366.61 0 112.812 2.812 -16.000 0
0.050 -6.590 7.970 38.723 -9.249 366.07 0 116.188 5.812 52.250 0
0.120 -2.560 -0.010 38.723 -9.249 365.66 0 111.750 2.938 -16.000 0
-0.010 -6.670 7.720 38.723 -9.249 365.29 0 104.875 -15.625 -0.062 0
0.000 -2.560 -0.010 38.724 -9.249 364.76 0 97.438 -15.625 -0.062 0
0.050 -6.610 7.640 38.724 -9.249 364.24 0 88.688 -15.688 -0.062 0
0.220 -2.560 -0.010 38.724 -9.249 363.75 0 79.125 1.125 39.250 0
0.220 -6.920 7.720 38.724 -9.249 363.34 0 74.250 0.812 -16.000 0
0.230 -2.560 -0.010 38.724 -9.249 362.93 0 75.625 0.312 38.438 0
0.180 -2.560 -0.010 38.724 -9.249 362.43 0 82.000 0.125 38.812 0
0.060 -2.560 -0.010 38.724 -9.249 361.94 0 90.938 1.250 39.500 0
0.000 -2.560 -0.010 38.724 -9.249 361.42 0 101.125 2.000 -16.000 0
0.140 -2.560 -0.010 38.724 -9.249 360.97 0 107.062 1.688 -16.000 0
0.000 -2.560 -0.010 38.724 -9.249 360.51 0 110.312 1.438 -16.000 0
0.080 -2.560 -0.010 38.724 -9.249 359.93 0 109.625 1.188 38.688 0
0.200 -2.560 -0.010 38.724 -9.249 359.44 0 105.500 1.500 -16.000 0
0.200 -2.560 -0.010 38.724 -9.249 358.97 0 99.375 1.188 39.812 0
0.290 -2.560 -0.010 38.724 -9.249 358.51 0 93.938 0.750 38.500 0
0.310 -2.560 -0.010 38.724 -9.249 358.08 0 90.875 0.438 37.750 0
0.280 -6.510 7.580 38.724 -9.249 357.64 0 90.312 0.688 39.312 0
0.280 -2.560 -0.010 38.724 -9.249 357.21 0 92.188 1.062 38.625 0
0.280 -6.440 7.700 38.724 -9.249 356.63 0 96.500 1.625 37.688 0
0.390 -2.560 -0.010 38.724 -9.249 356.23 0 103.188 1.188 35.312 0
0.290 -2.560 -0.010 38.724 -9.249 355.52 0 113.500 1.625 36.688 0
0.030 -2.560 -0.010 38.724 -9.249 355.09 0 129.250 2.562 38.562 0
-0.610 -249.300 -0.010 38.724 -9.249 354.89 0 144.438 0.562 38.750 0
-223.600 -0.010 -0.010 38.724 -9.249 354.69 0 152.250 -15.438 -0.062 0
-167.060 -0.010 -0.010 38.724 -9.249 354.34 0 147.688 -15.438 -0.062 0
-0.270 -233.880 -0.010 38.724 -9.249 353.87 0 134.000 -15.500 -0.062 0
0.450 -2.560 -0.010 38.724 -9.249 353.09 0 116.438 2.062 -16.000 0
0.750 -2.560 -0.010 38.724 -9.249 352.42 0 103.812 2.562 39.938 0
0.830 -2.560 -0.010 38.724 -9.249 352.07 0 99.562 2.438 37.875 0
0.650 -2.560 -0.010 38.724 -9.249 351.59 0 102.938 2.875 36.562 0
0.320 -2.560 -0.010 38.724 -9.249 351.02 0 112.125 2.438 36.750 0
0.150 -2.560 -0.010 38.724 -9.249 350.66 0 126.438 2.375 37.312 0
-195.330 -0.010 -0.010 38.724 -9.249 350.40 0 139.750 -15.500 -0.062 0
-233.880 -0.010 -0.010 38.724 -9.249 350.34 0 142.875 -15.500 -0.062 0
-0.430 -5.610 7.740 38.724 -9.249 349.55 0 135.625 -15.500 -0.062 0
0.220 -2.560 -0.010 38.724 -9.249 348.51 0 121.812 -15.562 -0.062 0
0.350 -2.560 -0.010 38.724 -9.249 347.40 0 108.438 2.375 -16.000 0
1.040 -2.560 -0.010 38.724 -9.249 346.68 0 99.312 3.562 37.875 0
0.890 -2.560 -0.010 38.724 -9.249 346.02 0 95.312 4.438 34.188 0
0.810 -2.560 -0.010 38.724 -9.249 345.36 0 96.688 3.875 35.875 0
0.530 -2.560 -0.010 38.724 -9.249 344.69 0 102.250 2.312 38.875 0
0.420 -2.560 -0.010 38.724 -9.249 344.04 0 109.125 1.875 37.938 0
0.170 -2.560 -0.010 38.724 -9.249 343.41 0 117.125 1.000 36.938 0
-0.310 -169.630 -0.010 38.724 -9.249 342.91 0 125.250 0.938 35.875 0
-0.150 -213.320 -0.010 38.724 -9.249 342.40 0 130.250 0.438 36.625 0
-0.340 -200.470 -0.010 38.724 -9.249 341.70 0 132.312 -15.500 -0.062 0
-0.390 -5.690 7.540 38.724 -9.249 341.04 0 130.500 -15.500 -0.062 0
0.260 -2.560 -0.010 38.724 -9.249 340.37 0 126.125 2.000 35.750 0
-0.020 -190.190 -0.010 38.724 -9.249 339.71 0 122.062 0.688 36.125 0
0.390 -2.560 -0.010 38.724 -9.249 338.98 0 115.812 1.062 35.688 0
0.400 -2.560 -0.010 38.724 -9.249 338.20 0 111.000 4.375 37.500 0
0.760 -2.560 -0.010 38.724 -9.249 337.58 0 106.812 5.562 35.875 0
0.860 -2.560 -0.010 38.724 -9.249 336.95 0 104.562 4.250 34.625 0
0.780 -2.560 -0.010 38.724 -9.249 336.08 0 104.875 3.625 35.438 0
0.680 -2.560 -0.010 38.724 -9.249 335.42 0 105.500 3.312 36.000 0
0.520 -2.560 -0.010 38.724 -9.249 334.79 0 105.875 4.500 37.938 0
0.560 -2.560 -0.010 38.724 -9.249 334.21 0 105.062 5.312 34.562 0
0.690 -2.560 -0.010 38.724 -9.249 333.49 0 104.188 5.375 35.125 0
0.600 -2.560 -0.010 38.724 -9.249 332.76 0 103.625 3.250 34.438 0
0.450 -2.560 -0.010 38.724 -9.249 331.96 0 105.375 2.688 37.875 0
0.470 -2.560 -0.010 38.724 -9.249 331.22 0 107.250 1.938 35.938 0
0.490 -2.560 -0.010 38.724 -9.249 330.60 0 108.812 2.688 35.750 0
0.680 -2.560 -0.010 38.724 -9.249 329.88 0 111.812 2.250 35.688 0
0.270 -2.560 -0.010 38.724 -9.249 329.30 0 115.875 0.938 37.188 0
-0.200 -236.450 -0.010 38.724 -9.249 328.55 0 120.062 1.500 38.188 0
-0.120 -187.620 -0.010 38.724 -9.249 327.71 0 122.188 1.062 36.812 0
-0.100 -221.030 -0.010 38.724 -9.249 326.86 0 121.688 0.000 37.000 0
-0.020 -197.900 -0.010 38.724 -9.249 326.17 0 118.438 -15.562 -0.062 0
0.030 -2.560 -0.010 38.724 -9.249 325.45 0 112.500 0.000 37.625 0
0.480 -2.560 -0.010 38.724 -9.249 324.75 0 104.812 0.312 36.875 0
0.760 -2.560 -0.010 38.724 -9.249 324.16 0 97.250 2.188 36.438 0
0.780 -2.560 -0.010 38.724 -9.249 323.63 0 89.062 3.750 36.375 0
0.800 -2.560 -0.010 38.724 -9.249 323.00 0 83.250 4.500 38.562 0
0.640 -2.560 -0.010 38.724 -9.249 322.45 0 82.125 3.312 38.250 0
0.750 149.060 -0.010 38.724 -9.249 321.75 0 84.000 2.188 38.438 0
0.500 107.940 -0.010 38.724 -9.249 320.89 0 87.812 -15.688 -0.062 0
0.460 -6.710 8.500 38.724 -9.249 320.08 0 91.938 -15.688 -0.062 0
0.260 -6.500 8.110 38.724 -9.249 319.39 0 95.188 0.000 -16.000 0
0.360 -2.560 -0.010 38.724 -9.249 318.90 0 96.250 3.688 37.125 0
0.400 -2.560 -0.010 38.724 -9.249 318.50 0 98.500 4.938 37.250 0
0.330 -2.560 -0.010 38.724 -9.249 317.92 0 102.312 2.875 35.500 0
0.160 -2.560 -0.010 38.724 -9.249 317.40 0 108.625 1.750 39.562 0
-0.100 -290.420 -0.010 38.724 -9.249 316.94 0 114.625 2.438 39.375 0
-0.110 -300.700 -0.010 38.724 -9.249 316.58 0 119.312 3.375 39.562 0
-0.060 38.550 -0.010 38.724 -9.249 316.23 0 123.875 2.375 36.438 0
0.240 82.240 -0.010 38.724 -9.249 315.73 0 125.312 6.188 34.125 0
0.140 95.090 -0.010 38.724 -9.249 315.21 0 127.688 6.062 -16.000 0
-0.300 -5.610 7.650 38.724 -9.249 314.67 0 134.375 -15.500 -0.062 0
-200.470 -0.010 -0.010 38.724 -9.249 314.12 0 139.438 -15.500 -0.062 0
-187.620 -0.010 -0.010 38.724 -9.249 313.51 0 136.750 -15.500 -0.062 0
-0.160 -169.630 -0.010 38.724 -9.249 312.64 0 125.250 -15.562 -0.062 0
0.600 -2.560 -0.010 38.724 -9.249 311.86 0 114.750 4.312 34.375 0
0.640 -2.560 -0.010 38.724 -9.249 311.09 0 109.312 5.125 34.938 0
0.700 -2.560 -0.010 38.724 -9.249 310.34 0 109.875 -15.625 -0.062 0
0.160 -2.560 -0.010 38.724 -9.249 309.65 0 114.312 -15.562 -0.062 0
-0.040 -182.480 -0.010 38.724 -9.249 308.95 0 118.688 -15.562 -0.062 0
0.200 -2.560 -0.010 38.724 -9.249 308.32 0 122.250 1.500 36.438 0
-0.120 -5.710 7.700 38.724 -9.249 307.68 0 126.500 1.625 36.125 0
-0.570 -177.340 -0.010 38.724 -9.249 306.94 0 129.062 -15.500 -0.062 0
-0.360 -195.330 -0.010 38.724 -9.249 306.21 0 126.938 -15.562 -0.062 0
